time,default.BouncingBall.time,default.BouncingBall.h,default.BouncingBall.der(h),default.BouncingBall.v,default.BouncingBall.der(v),default.BouncingBall.v_min,default.BouncingBall.g,default.BouncingBall.e
0.03800000000000003,0.03800000000000003,0.9929100226790606,-0.37277999999999994,-0.37277999999999994,-9.81,0.1,-9.81,0.7
0.03900000000000003,0.03900000000000003,0.9925323376790606,-0.38258999999999993,-0.38258999999999993,-9.81,0.1,-9.81,0.7
0.04000000000000003,0.04000000000000003,0.9921448426790606,-0.3923999999999999,-0.3923999999999999,-9.81,0.1,-9.81,0.7
0.04100000000000003,0.04100000000000003,0.9917475376790605,-0.4022099999999999,-0.4022099999999999,-9.81,0.1,-9.81,0.7
0.04200000000000003,0.04200000000000003,0.9913404226790605,-0.4120199999999999,-0.4120199999999999,-9.81,0.1,-9.81,0.7
0.04300000000000003,0.04300000000000003,0.9909234976790605,-0.42182999999999987,-0.42182999999999987,-9.81,0.1,-9.81,0.7
0.04400000000000003,0.04400000000000003,0.9904967626790605,-0.43163999999999986,-0.43163999999999986,-9.81,0.1,-9.81,0.7
0.04500000000000003,0.04500000000000003,0.9900602176790605,-0.44144999999999984,-0.44144999999999984,-9.81,0.1,-9.81,0.7
0.046000000000000034,0.046000000000000034,0.9896138626790605,-0.45125999999999983,-0.45125999999999983,-9.81,0.1,-9.81,0.7
0.047000000000000035,0.047000000000000035,0.9891576976790605,-0.4610699999999998,-0.4610699999999998,-9.81,0.1,-9.81,0.7
0.048000000000000036,0.048000000000000036,0.9886917226790605,-0.4708799999999998,-0.4708799999999998,-9.81,0.1,-9.81,0.7
0.04900000000000004,0.04900000000000004,0.9882159376790605,-0.4806899999999998,-0.4806899999999998,-9.81,0.1,-9.81,0.7
0.05000000000000004,0.05000000000000004,0.9877303426790605,-0.49049999999999977,-0.49049999999999977,-9.81,0.1,-9.81,0.7
0.05100000000000004,0.05100000000000004,0.9872349376790605,-0.5003099999999997,-0.5003099999999997,-9.81,0.1,-9.81,0.7
0.05200000000000004,0.05200000000000004,0.9867297226790606,-0.5101199999999997,-0.5101199999999997,-9.81,0.1,-9.81,0.7
0.05300000000000004,0.05300000000000004,0.9862146976790606,-0.5199299999999997,-0.5199299999999997,-9.81,0.1,-9.81,0.7
0.05400000000000004,0.05400000000000004,0.9856898626790606,-0.5297399999999997,-0.5297399999999997,-9.81,0.1,-9.81,0.7
0.05500000000000004,0.05500000000000004,0.9851552176790606,-0.5395499999999996,-0.5395499999999996,-9.81,0.1,-9.81,0.7
