"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.h","system.fmu.der(h)","system.fmu.v","system.fmu.der(v)","system.fmu.v_min","system.fmu.g","system.fmu.e"
0.218, 0.001170164, 0.000112016, 0.218, 0.76796407, -2.13858, -2.13858, -9.81, 0.1, -9.81, 0.7
0.219, 0.001178494, 0.000112517, 0.219, 0.76582549, -2.14839, -2.14839, -9.81, 0.1, -9.81, 0.7
0.22, 0.001184144, 0.000112998, 0.22, 0.7636771, -2.1582, -2.1582, -9.81, 0.1, -9.81, 0.7
0.221, 0.001189575, 0.000113486, 0.221, 0.7615189, -2.16801, -2.16801, -9.81, 0.1, -9.81, 0.7
0.222, 0.001194724, 0.000113978, 0.222, 0.75935089, -2.17782, -2.17782, -9.81, 0.1, -9.81, 0.7
0.223, 0.001200344, 0.000114479, 0.223, 0.75717307, -2.18763, -2.18763, -9.81, 0.1, -9.81, 0.7
0.224, 0.001205235, 0.000114969, 0.224, 0.75498544, -2.19744, -2.19744, -9.81, 0.1, -9.81, 0.7
0.225, 0.001210176, 0.000115458, 0.225, 0.752788, -2.20725, -2.20725, -9.81, 0.1, -9.81, 0.7
0.226, 0.001214926, 0.000115968, 0.226, 0.75058075, -2.21706, -2.21706, -9.81, 0.1, -9.81, 0.7
0.227, 0.001220026, 0.000116458, 0.227, 0.74836369, -2.22687, -2.22687, -9.81, 0.1, -9.81, 0.7
0.228, 0.001225376, 0.000116958, 0.228, 0.74613682, -2.23668, -2.23668, -9.81, 0.1, -9.81, 0.7
0.229, 0.001229876, 0.000117478, 0.229, 0.74390014, -2.24649, -2.24649, -9.81, 0.1, -9.81, 0.7
0.23, 0.001235186, 0.000117988, 0.23, 0.74165365, -2.2563, -2.2563, -9.81, 0.1, -9.81, 0.7
0.231, 0.001240636, 0.000118497, 0.231, 0.73939735, -2.26611, -2.26611, -9.81, 0.1, -9.81, 0.7
0.232, 0.001245196, 0.000118986, 0.232, 0.73713124, -2.27592, -2.27592, -9.81, 0.1, -9.81, 0.7
0.233, 0.001250416, 0.000119477, 0.233, 0.73485532, -2.28573, -2.28573, -9.81, 0.1, -9.81, 0.7
0.234, 0.001256077, 0.000119968, 0.234, 0.73256959, -2.29554, -2.29554, -9.81, 0.1, -9.81, 0.7
0.235, 0.001261168, 0.000120468, 0.235, 0.73027405, -2.30535, -2.30535, -9.81, 0.1, -9.81, 0.7
0.236, 0.001266318, 0.000120967, 0.236, 0.7279687, -2.31516, -2.31516, -9.81, 0.1, -9.81, 0.7
0.237, 0.001271789, 0.000121458, 0.237, 0.72565354, -2.32497, -2.32497, -9.81, 0.1, -9.81, 0.7
0.238, 0.001276369, 0.000121957, 0.238, 0.72332857, -2.33478, -2.33478, -9.81, 0.1, -9.81, 0.7
0.239, 0.001281448, 0.000122476, 0.239, 0.72099379, -2.34459, -2.34459, -9.81, 0.1, -9.81, 0.7
0.24, 0.001286398, 0.000122976, 0.24, 0.7186492, -2.3544, -2.3544, -9.81, 0.1, -9.81, 0.7
0.241, 0.001291608, 0.000123466, 0.241, 0.7162948, -2.36421, -2.36421, -9.81, 0.1, -9.81, 0.7
0.242, 0.001296968, 0.000123966, 0.242, 0.71393059, -2.37402, -2.37402, -9.81, 0.1, -9.81, 0.7
0.243, 0.001301498, 0.000124476, 0.243, 0.71155657, -2.38383, -2.38383, -9.81, 0.1, -9.81, 0.7
0.244, 0.001306788, 0.000124966, 0.244, 0.70917274, -2.39364, -2.39364, -9.81, 0.1, -9.81, 0.7
0.245, 0.001312108, 0.000125456, 0.245, 0.7067791, -2.40345, -2.40345, -9.81, 0.1, -9.81, 0.7
0.246, 0.001316638, 0.000125946, 0.246, 0.70437565, -2.41326, -2.41326, -9.81, 0.1, -9.81, 0.7
0.247, 0.001321858, 0.000126437, 0.247, 0.70196239, -2.42307, -2.42307, -9.81, 0.1, -9.81, 0.7
0.248, 0.001326919, 0.000126936, 0.248, 0.69953932, -2.43288, -2.43288, -9.81, 0.1, -9.81, 0.7
0.249, 0.001331959, 0.000127456, 0.249, 0.69710644, -2.44269, -2.44269, -9.81, 0.1, -9.81, 0.7
0.25, 0.00133727, 0.000127955, 0.25, 0.69466375, -2.4525, -2.4525, -9.81, 0.1, -9.81, 0.7
0.251, 0.001341859, 0.000128457, 0.251, 0.69221125, -2.46231, -2.46231, -9.81, 0.1, -9.81, 0.7
0.252, 0.00134711, 0.000128947, 0.252, 0.68974894, -2.47212, -2.47212, -9.81, 0.1, -9.81, 0.7
0.253, 0.001352481, 0.000129437, 0.253, 0.68727682, -2.48193, -2.48193, -9.81, 0.1, -9.81, 0.7
0.254, 0.001357012, 0.000129928, 0.254, 0.68479489, -2.49174, -2.49174, -9.81, 0.1, -9.81, 0.7
0.255, 0.001362453, 0.000130428, 0.255, 0.68230315, -2.50155, -2.50155, -9.81, 0.1, -9.81, 0.7
0.256, 0.001367963, 0.000130928, 0.256, 0.6798016, -2.51136, -2.51136, -9.81, 0.1, -9.81, 0.7
0.257, 0.001372703, 0.000131438, 0.257, 0.67729024, -2.52117, -2.52117, -9.81, 0.1, -9.81, 0.7
0.258, 0.001377953, 0.000131928, 0.258, 0.67476907, -2.53098, -2.53098, -9.81, 0.1, -9.81, 0.7
0.259, 0.001382893, 0.000132428, 0.259, 0.67223809, -2.54079, -2.54079, -9.81, 0.1, -9.81, 0.7
0.26, 0.001387953, 0.000132908, 0.26, 0.6696973, -2.5506, -2.5506, -9.81, 0.1, -9.81, 0.7
0.261, 0.001393433, 0.000133408, 0.261, 0.6671467, -2.56041, -2.56041, -9.81, 0.1, -9.81, 0.7
0.262, 0.001401702, 0.000133928, 0.262, 0.66458629, -2.57022, -2.57022, -9.81, 0.1, -9.81, 0.7
0.263, 0.001406822, 0.000134427, 0.263, 0.66201607, -2.58003, -2.58003, -9.81, 0.1, -9.81, 0.7
0.264, 0.001412132, 0.000134918, 0.264, 0.65943604, -2.58984, -2.58984, -9.81, 0.1, -9.81, 0.7
0.265, 0.001417842, 0.000135427, 0.265, 0.6568462, -2.59965, -2.59965, -9.81, 0.1, -9.81, 0.7
0.266, 0.001422421, 0.000135938, 0.266, 0.65424655, -2.60946, -2.60946, -9.81, 0.1, -9.81, 0.7
0.267, 0.001427852, 0.000136436, 0.267, 0.65163709, -2.61927, -2.61927, -9.81, 0.1, -9.81, 0.7
0.268, 0.001433271, 0.000136916, 0.268, 0.64901782, -2.62908, -2.62908, -9.81, 0.1, -9.81, 0.7
0.269, 0.001437832, 0.000137425, 0.269, 0.64638874, -2.63889, -2.63889, -9.81, 0.1, -9.81, 0.7
0.27, 0.001443062, 0.000137925, 0.27, 0.64374985, -2.6487, -2.6487, -9.81, 0.1, -9.81, 0.7
0.271, 0.001448662, 0.000138415, 0.271, 0.64110115, -2.65851, -2.65851, -9.81, 0.1, -9.81, 0.7
0.272, 0.001453682, 0.000138925, 0.272, 0.63844264, -2.66832, -2.66832, -9.81, 0.1, -9.81, 0.7
0.273, 0.001459142, 0.000139425, 0.273, 0.63577432, -2.67813, -2.67813, -9.81, 0.1, -9.81, 0.7
0.274, 0.001464612, 0.000139905, 0.274, 0.63309619, -2.68794, -2.68794, -9.81, 0.1, -9.81, 0.7
0.275, 0.001469482, 0.000140404, 0.275, 0.63040825, -2.69775, -2.69775, -9.81, 0.1, -9.81, 0.7
0.276, 0.001474642, 0.000140893, 0.276, 0.6277105, -2.70756, -2.70756, -9.81, 0.1, -9.81, 0.7
0.277, 0.001479122, 0.000141393, 0.277, 0.62500294, -2.71737, -2.71737, -9.81, 0.1, -9.81, 0.7
0.278, 0.001484422, 0.000141894, 0.278, 0.62228557, -2.72718, -2.72718, -9.81, 0.1, -9.81, 0.7
0.279, 0.001489782, 0.000142393, 0.279, 0.61955839, -2.73699, -2.73699, -9.81, 0.1, -9.81, 0.7
0.28, 0.001494542, 0.000142905, 0.28, 0.6168214, -2.7468, -2.7468, -9.81, 0.1, -9.81, 0.7
0.281, 0.001500051, 0.000143384, 0.281, 0.6140746, -2.75661, -2.75661, -9.81, 0.1, -9.81, 0.7
0.282, 0.001505602, 0.000143862, 0.282, 0.61131799, -2.76642, -2.76642, -9.81, 0.1, -9.81, 0.7
0.283, 0.001510192, 0.000144351, 0.283, 0.60855157, -2.77623, -2.77623, -9.81, 0.1, -9.81, 0.7
0.284, 0.001515463, 0.00014486, 0.284, 0.60577534, -2.78604, -2.78604, -9.81, 0.1, -9.81, 0.7
0.285, 0.001520543, 0.00014536, 0.285, 0.6029893, -2.79585, -2.79585, -9.81, 0.1, -9.81, 0.7
0.286, 0.001525633, 0.00014585, 0.286, 0.60019345, -2.80566, -2.80566, -9.81, 0.1, -9.81, 0.7
0.287, 0.001531023, 0.00014634, 0.287, 0.59738779, -2.81547, -2.81547, -9.81, 0.1, -9.81, 0.7
0.288, 0.001535583, 0.00014682, 0.288, 0.59457232, -2.82528, -2.82528, -9.81, 0.1, -9.81, 0.7
0.289, 0.001540993, 0.00014731, 0.289, 0.59174704, -2.83509, -2.83509, -9.81, 0.1, -9.81, 0.7
0.29, 0.001546363, 0.00014779, 0.29, 0.58891195, -2.8449, -2.8449, -9.81, 0.1, -9.81, 0.7
0.291, 0.001550993, 0.000148279, 0.291, 0.58606705, -2.85471, -2.85471, -9.81, 0.1, -9.81, 0.7
0.292, 0.001556294, 0.000148779, 0.292, 0.58321234, -2.86452, -2.86452, -9.81, 0.1, -9.81, 0.7
0.293, 0.001561945, 0.000149268, 0.293, 0.58034782, -2.87433, -2.87433, -9.81, 0.1, -9.81, 0.7
0.294, 0.001567105, 0.000149757, 0.294, 0.57747349, -2.88414, -2.88414, -9.81, 0.1, -9.81, 0.7
0.295, 0.001572416, 0.000150258, 0.295, 0.57458935, -2.89395, -2.89395, -9.81, 0.1, -9.81, 0.7
0.296, 0.001577285, 0.000150758, 0.296, 0.5716954, -2.90376, -2.90376, -9.81, 0.1, -9.81, 0.7
0.297, 0.001582325, 0.000151257, 0.297, 0.56879164, -2.91357, -2.91357, -9.81, 0.1, -9.81, 0.7
0.298, 0.001587685, 0.000151738, 0.298, 0.56587807, -2.92338, -2.92338, -9.81, 0.1, -9.81, 0.7
0.299, 0.001592315, 0.000152258, 0.299, 0.56295469, -2.93319, -2.93319, -9.81, 0.1, -9.81, 0.7
0.3, 0.001597415, 0.000152758, 0.3, 0.5600215, -2.943, -2.943, -9.81, 0.1, -9.81, 0.7
0.301, 0.001602925, 0.000153268, 0.301, 0.5570785, -2.95281, -2.95281, -9.81, 0.1, -9.81, 0.7
0.302, 0.001607515, 0.000153758, 0.302, 0.55412569, -2.96262, -2.96262, -9.81, 0.1, -9.81, 0.7
0.303, 0.001612965, 0.000154268, 0.303, 0.55116307, -2.97243, -2.97243, -9.81, 0.1, -9.81, 0.7
0.304, 0.001618475, 0.000154767, 0.304, 0.54819064, -2.98224, -2.98224, -9.81, 0.1, -9.81, 0.7
0.305, 0.001623005, 0.000155268, 0.305, 0.5452084, -2.99205, -2.99205, -9.81, 0.1, -9.81, 0.7
0.306, 0.001630946, 0.000155768, 0.306, 0.54221635, -3.00186, -3.00186, -9.81, 0.1, -9.81, 0.7
0.307, 0.001636656, 0.000156278, 0.307, 0.53921449, -3.01167, -3.01167, -9.81, 0.1, -9.81, 0.7
0.308, 0.001642395, 0.000156789, 0.308, 0.53620282, -3.02148, -3.02148, -9.81, 0.1, -9.81, 0.7
0.309, 0.001647386, 0.000157299, 0.309, 0.53318134, -3.03129, -3.03129, -9.81, 0.1, -9.81, 0.7
0.31, 0.001652556, 0.000157799, 0.31, 0.53015005, -3.0411, -3.0411, -9.81, 0.1, -9.81, 0.7
0.311, 0.001658016, 0.000158288, 0.311, 0.52710895, -3.05091, -3.05091, -9.81, 0.1, -9.81, 0.7
0.312, 0.001662966, 0.000158779, 0.312, 0.52405804, -3.06072, -3.06072, -9.81, 0.1, -9.81, 0.7
0.313, 0.001668137, 0.000159278, 0.313, 0.52099732, -3.07053, -3.07053, -9.81, 0.1, -9.81, 0.7
0.314, 0.001673816, 0.000159768, 0.314, 0.51792679, -3.08034, -3.08034, -9.81, 0.1, -9.81, 0.7
0.315, 0.001678986, 0.000160258, 0.315, 0.51484645, -3.09015, -3.09015, -9.81, 0.1, -9.81, 0.7
0.316, 0.001684126, 0.000160768, 0.316, 0.5117563, -3.09996, -3.09996, -9.81, 0.1, -9.81, 0.7
0.317, 0.001689186, 0.000161268, 0.317, 0.50865634, -3.10977, -3.10977, -9.81, 0.1, -9.81, 0.7
0.318, 0.001694156, 0.000161767, 0.318, 0.50554657, -3.11958, -3.11958, -9.81, 0.1, -9.81, 0.7
0.319, 0.001699587, 0.000162247, 0.319, 0.50242699, -3.12939, -3.12939, -9.81, 0.1, -9.81, 0.7
0.32, 0.001727496, 0.000162728, 0.32, 0.4992976, -3.1392, -3.1392, -9.81, 0.1, -9.81, 0.7
0.321, 0.001732557, 0.000163238, 0.321, 0.4961584, -3.14901, -3.14901, -9.81, 0.1, -9.81, 0.7
0.322, 0.001738197, 0.000163727, 0.322, 0.49300939, -3.15882, -3.15882, -9.81, 0.1, -9.81, 0.7
0.323, 0.001742938, 0.000164227, 0.323, 0.48985057, -3.16863, -3.16863, -9.81, 0.1, -9.81, 0.7
0.324, 0.001748618, 0.000164727, 0.324, 0.48668194, -3.17844, -3.17844, -9.81, 0.1, -9.81, 0.7
0.325, 0.001753288, 0.000165227, 0.325, 0.4835035, -3.18825, -3.18825, -9.81, 0.1, -9.81, 0.7
0.326, 0.001758448, 0.000165737, 0.326, 0.48031525, -3.19806, -3.19806, -9.81, 0.1, -9.81, 0.7
0.327, 0.001764218, 0.000166247, 0.327, 0.47711719, -3.20787, -3.20787, -9.81, 0.1, -9.81, 0.7
0.328, 0.001769048, 0.000166747, 0.328, 0.47390932, -3.21768, -3.21768, -9.81, 0.1, -9.81, 0.7
0.329, 0.001774349, 0.000167256, 0.329, 0.47069164, -3.22749, -3.22749, -9.81, 0.1, -9.81, 0.7
0.33, 0.001779249, 0.000167755, 0.33, 0.46746415, -3.2373, -3.2373, -9.81, 0.1, -9.81, 0.7
0.331, 0.001784378, 0.000168256, 0.331, 0.46422685, -3.24711, -3.24711, -9.81, 0.1, -9.81, 0.7
0.332, 0.001789698, 0.000168758, 0.332, 0.46097974, -3.25692, -3.25692, -9.81, 0.1, -9.81, 0.7
0.333, 0.001794658, 0.000169258, 0.333, 0.45772282, -3.26673, -3.26673, -9.81, 0.1, -9.81, 0.7
0.334, 0.001799818, 0.000169756, 0.334, 0.45445609, -3.27654, -3.27654, -9.81, 0.1, -9.81, 0.7
0.335, 0.001805188, 0.000170286, 0.335, 0.45117955, -3.28635, -3.28635, -9.81, 0.1, -9.81, 0.7
0.336, 0.001809868, 0.000170786, 0.336, 0.4478932, -3.29616, -3.29616, -9.81, 0.1, -9.81, 0.7
0.337, 0.001815108, 0.000171296, 0.337, 0.44459704, -3.30597, -3.30597, -9.81, 0.1, -9.81, 0.7
0.338, 0.001820548, 0.000171796, 0.338, 0.44129107, -3.31578, -3.31578, -9.81, 0.1, -9.81, 0.7
0.339, 0.001825108, 0.000172286, 0.339, 0.43797529, -3.32559, -3.32559, -9.81, 0.1, -9.81, 0.7
0.34, 0.001830198, 0.000172786, 0.34, 0.4346497, -3.3354, -3.3354, -9.81, 0.1, -9.81, 0.7
0.341, 0.001835358, 0.000173296, 0.341, 0.4313143, -3.34521, -3.34521, -9.81, 0.1, -9.81, 0.7
0.342, 0.001840338, 0.000173796, 0.342, 0.42796909, -3.35502, -3.35502, -9.81, 0.1, -9.81, 0.7
0.343, 0.001845838, 0.000174296, 0.343, 0.42461407, -3.36483, -3.36483, -9.81, 0.1, -9.81, 0.7
0.344, 0.001850788, 0.000174798, 0.344, 0.42124924, -3.37464, -3.37464, -9.81, 0.1, -9.81, 0.7
0.345, 0.001855308, 0.000175298, 0.345, 0.4178746, -3.38445, -3.38445, -9.81, 0.1, -9.81, 0.7
0.346, 0.001860448, 0.000175796, 0.346, 0.41449015, -3.39426, -3.39426, -9.81, 0.1, -9.81, 0.7
0.347, 0.001865908, 0.000176287, 0.347, 0.41109589, -3.40407, -3.40407, -9.81, 0.1, -9.81, 0.7
0.348, 0.001870508, 0.000176786, 0.348, 0.40769182, -3.41388, -3.41388, -9.81, 0.1, -9.81, 0.7
0.349, 0.001879099, 0.000177276, 0.349, 0.40427794, -3.42369, -3.42369, -9.81, 0.1, -9.81, 0.7
0.35, 0.001884968, 0.000177776, 0.35, 0.40085425, -3.4335, -3.4335, -9.81, 0.1, -9.81, 0.7
0.351, 0.001890428, 0.000178287, 0.351, 0.39742075, -3.44331, -3.44331, -9.81, 0.1, -9.81, 0.7
0.352, 0.001895008, 0.000178787, 0.352, 0.39397744, -3.45312, -3.45312, -9.81, 0.1, -9.81, 0.7
0.353, 0.001900328, 0.000179287, 0.353, 0.39052432, -3.46293, -3.46293, -9.81, 0.1, -9.81, 0.7
0.354, 0.001907848, 0.000179857, 0.354, 0.38706139, -3.47274, -3.47274, -9.81, 0.1, -9.81, 0.7
0.355, 0.001915368, 0.000180557, 0.355, 0.38358865, -3.48255, -3.48255, -9.81, 0.1, -9.81, 0.7
0.356, 0.001922639, 0.000181294, 0.356, 0.3801061, -3.49236, -3.49236, -9.81, 0.1, -9.81, 0.7
0.357, 0.001936248, 0.000182355, 0.357, 0.37661374, -3.50217, -3.50217, -9.81, 0.1, -9.81, 0.7
0.358, 0.001945548, 0.000183175, 0.358, 0.37311157, -3.51198, -3.51198, -9.81, 0.1, -9.81, 0.7
0.359, 0.001953109, 0.000183874, 0.359, 0.36959959, -3.52179, -3.52179, -9.81, 0.1, -9.81, 0.7
0.36, 0.001960319, 0.000184564, 0.36, 0.3660778, -3.5316, -3.5316, -9.81, 0.1, -9.81, 0.7
0.361, 0.001967338, 0.000185204, 0.361, 0.3625462, -3.54141, -3.54141, -9.81, 0.1, -9.81, 0.7
0.362, 0.001973978, 0.000185874, 0.362, 0.35900479, -3.55122, -3.55122, -9.81, 0.1, -9.81, 0.7
0.363, 0.001980958, 0.000186564, 0.363, 0.35545357, -3.56103, -3.56103, -9.81, 0.1, -9.81, 0.7
0.364, 0.001987888, 0.000187244, 0.364, 0.35189254, -3.57084, -3.57084, -9.81, 0.1, -9.81, 0.7
0.365, 0.001995258, 0.000187914, 0.365, 0.3483217, -3.58065, -3.58065, -9.81, 0.1, -9.81, 0.7
0.366, 0.002003248, 0.000188723, 0.366, 0.34474105, -3.59046, -3.59046, -9.81, 0.1, -9.81, 0.7
0.367, 0.002010718, 0.000189442, 0.367, 0.34115059, -3.60027, -3.60027, -9.81, 0.1, -9.81, 0.7
0.368, 0.002018817, 0.000190204, 0.368, 0.33755032, -3.61008, -3.61008, -9.81, 0.1, -9.81, 0.7
0.369, 0.002026697, 0.000190865, 0.369, 0.33394024, -3.61989, -3.61989, -9.81, 0.1, -9.81, 0.7
0.37, 0.002035337, 0.000191597, 0.37, 0.33032035, -3.6297, -3.6297, -9.81, 0.1, -9.81, 0.7
0.371, 0.002043246, 0.000192197, 0.371, 0.32669065, -3.63951, -3.63951, -9.81, 0.1, -9.81, 0.7
0.372, 0.002048606, 0.000192717, 0.372, 0.32305114, -3.64932, -3.64932, -9.81, 0.1, -9.81, 0.7
0.373, 0.002054056, 0.000193227, 0.373, 0.31940182, -3.65913, -3.65913, -9.81, 0.1, -9.81, 0.7
0.374, 0.002059445, 0.000193726, 0.374, 0.31574269, -3.66894, -3.66894, -9.81, 0.1, -9.81, 0.7
0.375, 0.002064075, 0.000194226, 0.375, 0.31207375, -3.67875, -3.67875, -9.81, 0.1, -9.81, 0.7
0.376, 0.002069835, 0.000194706, 0.376, 0.308395, -3.68856, -3.68856, -9.81, 0.1, -9.81, 0.7
0.377, 0.002075525, 0.000195187, 0.377, 0.30470644, -3.69837, -3.69837, -9.81, 0.1, -9.81, 0.7
0.378, 0.002080045, 0.000195687, 0.378, 0.30100807, -3.70818, -3.70818, -9.81, 0.1, -9.81, 0.7
0.379, 0.002085295, 0.000196186, 0.379, 0.29729989, -3.71799, -3.71799, -9.81, 0.1, -9.81, 0.7
0.38, 0.002090816, 0.000196686, 0.38, 0.2935819, -3.7278, -3.7278, -9.81, 0.1, -9.81, 0.7
0.381, 0.002095736, 0.000197198, 0.381, 0.2898541, -3.73761, -3.73761, -9.81, 0.1, -9.81, 0.7
0.382, 0.002101016, 0.000197698, 0.382, 0.28611649, -3.74742, -3.74742, -9.81, 0.1, -9.81, 0.7
0.383, 0.002105626, 0.000198188, 0.383, 0.28236907, -3.75723, -3.75723, -9.81, 0.1, -9.81, 0.7
0.384, 0.002110566, 0.000198677, 0.384, 0.27861184, -3.76704, -3.76704, -9.81, 0.1, -9.81, 0.7
0.385, 0.002115976, 0.000199186, 0.385, 0.2748448, -3.77685, -3.77685, -9.81, 0.1, -9.81, 0.7
0.386, 0.002120475, 0.000199696, 0.386, 0.27106795, -3.78666, -3.78666, -9.81, 0.1, -9.81, 0.7
0.387, 0.002125935, 0.000200196, 0.387, 0.26728129, -3.79647, -3.79647, -9.81, 0.1, -9.81, 0.7
0.388, 0.002131285, 0.000200696, 0.388, 0.26348482, -3.80628, -3.80628, -9.81, 0.1, -9.81, 0.7
0.389, 0.002135845, 0.000201196, 0.389, 0.25967854, -3.81609, -3.81609, -9.81, 0.1, -9.81, 0.7
0.39, 0.002141115, 0.000201686, 0.39, 0.25586245, -3.8259, -3.8259, -9.81, 0.1, -9.81, 0.7
0.391, 0.002146585, 0.000202186, 0.391, 0.25203655, -3.83571, -3.83571, -9.81, 0.1, -9.81, 0.7
0.392, 0.002151185, 0.000202687, 0.392, 0.24820084, -3.84552, -3.84552, -9.81, 0.1, -9.81, 0.7
0.393, 0.002162175, 0.000203176, 0.393, 0.24435532, -3.85533, -3.85533, -9.81, 0.1, -9.81, 0.7
0.394, 0.002167634, 0.000203675, 0.394, 0.24049999, -3.86514, -3.86514, -9.81, 0.1, -9.81, 0.7
0.395, 0.002172194, 0.000204185, 0.395, 0.23663485, -3.87495, -3.87495, -9.81, 0.1, -9.81, 0.7
0.396, 0.002177564, 0.000204674, 0.396, 0.2327599, -3.88476, -3.88476, -9.81, 0.1, -9.81, 0.7
0.397, 0.002182904, 0.000205174, 0.397, 0.22887514, -3.89457, -3.89457, -9.81, 0.1, -9.81, 0.7
0.398, 0.002187934, 0.000205666, 0.398, 0.22498057, -3.90438, -3.90438, -9.81, 0.1, -9.81, 0.7
0.399, 0.002193234, 0.000206155, 0.399, 0.22107619, -3.91419, -3.91419, -9.81, 0.1, -9.81, 0.7
0.4, 0.002197964, 0.000206665, 0.4, 0.217162, -3.924, -3.924, -9.81, 0.1, -9.81, 0.7
0.401, 0.002203074, 0.000207165, 0.401, 0.213238, -3.93381, -3.93381, -9.81, 0.1, -9.81, 0.7
0.402, 0.002208574, 0.000207675, 0.402, 0.20930419, -3.94362, -3.94362, -9.81, 0.1, -9.81, 0.7
0.403, 0.002213384, 0.000208175, 0.403, 0.20536057, -3.95343, -3.95343, -9.81, 0.1, -9.81, 0.7
0.404, 0.002218464, 0.000208695, 0.404, 0.20140714, -3.96324, -3.96324, -9.81, 0.1, -9.81, 0.7
0.405, 0.002223684, 0.000209175, 0.405, 0.1974439, -3.97305, -3.97305, -9.81, 0.1, -9.81, 0.7
0.406, 0.002228404, 0.000209703, 0.406, 0.19347085, -3.98286, -3.98286, -9.81, 0.1, -9.81, 0.7
0.407, 0.002233693, 0.000210202, 0.407, 0.18948799, -3.99267, -3.99267, -9.81, 0.1, -9.81, 0.7
0.408, 0.002239253, 0.000210701, 0.408, 0.18549532, -4.00248, -4.00248, -9.81, 0.1, -9.81, 0.7
0.409, 0.002244103, 0.000211188, 0.409, 0.18149284, -4.01229, -4.01229, -9.81, 0.1, -9.81, 0.7
0.41, 0.002249063, 0.000211688, 0.41, 0.17748055, -4.0221, -4.0221, -9.81, 0.1, -9.81, 0.7
0.411, 0.002253703, 0.000212198, 0.411, 0.17345845, -4.03191, -4.03191, -9.81, 0.1, -9.81, 0.7
0.412, 0.002258753, 0.00021269, 0.412, 0.16942654, -4.04172, -4.04172, -9.81, 0.1, -9.81, 0.7
0.413, 0.002264093, 0.00021319, 0.413, 0.16538482, -4.05153, -4.05153, -9.81, 0.1, -9.81, 0.7
0.414, 0.002268773, 0.000213688, 0.414, 0.16133329, -4.06134, -4.06134, -9.81, 0.1, -9.81, 0.7
0.415, 0.002273953, 0.000214188, 0.415, 0.15727195, -4.07115, -4.07115, -9.81, 0.1, -9.81, 0.7
0.416, 0.002279623, 0.000214698, 0.416, 0.1532008, -4.08096, -4.08096, -9.81, 0.1, -9.81, 0.7
0.417, 0.002284193, 0.000215198, 0.417, 0.14911984, -4.09077, -4.09077, -9.81, 0.1, -9.81, 0.7
0.418, 0.002289563, 0.000215688, 0.418, 0.14502907, -4.10058, -4.10058, -9.81, 0.1, -9.81, 0.7
0.419, 0.002295003, 0.000216188, 0.419, 0.14092849, -4.11039, -4.11039, -9.81, 0.1, -9.81, 0.7
0.42, 0.002299913, 0.000216688, 0.42, 0.1368181, -4.1202, -4.1202, -9.81, 0.1, -9.81, 0.7
0.421, 0.002305103, 0.000217198, 0.421, 0.1326979, -4.13001, -4.13001, -9.81, 0.1, -9.81, 0.7
0.422, 0.002309692, 0.0002177, 0.422, 0.12856789, -4.13982, -4.13982, -9.81, 0.1, -9.81, 0.7
0.423, 0.002314942, 0.000218181, 0.423, 0.12442807, -4.14963, -4.14963, -9.81, 0.1, -9.81, 0.7
0.424, 0.002320363, 0.00021867, 0.424, 0.12027844, -4.15944, -4.15944, -9.81, 0.1, -9.81, 0.7
0.425, 0.002325003, 0.000219172, 0.425, 0.116119, -4.16925, -4.16925, -9.81, 0.1, -9.81, 0.7
0.426, 0.002330534, 0.000219732, 0.426, 0.11194975, -4.17906, -4.17906, -9.81, 0.1, -9.81, 0.7
0.427, 0.002336054, 0.000220371, 0.427, 0.10777069, -4.18887, -4.18887, -9.81, 0.1, -9.81, 0.7
0.428, 0.002340774, 0.00022095, 0.428, 0.10358182, -4.19868, -4.19868, -9.81, 0.1, -9.81, 0.7
0.429, 0.002346164, 0.000221461, 0.429, 0.09938314, -4.20849, -4.20849, -9.81, 0.1, -9.81, 0.7
0.43, 0.002351594, 0.000221951, 0.43, 0.09517465, -4.2183, -4.2183, -9.81, 0.1, -9.81, 0.7
0.431, 0.002356274, 0.000222451, 0.431, 0.09095635, -4.22811, -4.22811, -9.81, 0.1, -9.81, 0.7
0.432, 0.002361574, 0.000222951, 0.432, 0.08672824, -4.23792, -4.23792, -9.81, 0.1, -9.81, 0.7
0.433, 0.002367074, 0.000223451, 0.433, 0.08249032, -4.24773, -4.24773, -9.81, 0.1, -9.81, 0.7
0.434, 0.002372054, 0.000223951, 0.434, 0.07824259, -4.25754, -4.25754, -9.81, 0.1, -9.81, 0.7
0.435, 0.002377184, 0.000224461, 0.435, 0.07398505, -4.26735, -4.26735, -9.81, 0.1, -9.81, 0.7
0.436, 0.002385944, 0.000224952, 0.436, 0.0697177, -4.27716, -4.27716, -9.81, 0.1, -9.81, 0.7
0.437, 0.002391934, 0.000225461, 0.437, 0.06544054, -4.28697, -4.28697, -9.81, 0.1, -9.81, 0.7
0.438, 0.002396473, 0.000225961, 0.438, 0.06115357, -4.29678, -4.29678, -9.81, 0.1, -9.81, 0.7
0.439, 0.002401772, 0.000226472, 0.439, 0.05685679, -4.30659, -4.30659, -9.81, 0.1, -9.81, 0.7
0.44, 0.002406332, 0.000226972, 0.44, 0.0525502, -4.3164, -4.3164, -9.81, 0.1, -9.81, 0.7
0.441, 0.002411563, 0.00022747, 0.441, 0.0482338, -4.32621, -4.32621, -9.81, 0.1, -9.81, 0.7
