time,fmu.x0,fmu.x1
15.537, 0.134373, -2.035251
15.538, 0.134373, -2.035251
15.539, 0.134373, -2.035251
15.54, 0.114021, -2.056580
15.541, 0.114021, -2.056580
15.542, 0.114021, -2.056580
15.543, 0.114021, -2.056580
15.544, 0.114021, -2.056580
15.545, 0.114021, -2.056580
15.546, 0.114021, -2.056580
15.547, 0.114021, -2.056580
15.548, 0.114021, -2.056580
15.549, 0.114021, -2.056580
15.55, 0.093455, -2.078019
15.551, 0.093455, -2.078019
15.552, 0.093455, -2.078019
15.553, 0.093455, -2.078019
15.554, 0.093455, -2.078019
15.555, 0.093455, -2.078019
15.556, 0.093455, -2.078019
15.557, 0.093455, -2.078019
15.558, 0.093455, -2.078019
15.559, 0.093455, -2.078019
15.56, 0.072675, -2.099552
15.561, 0.072675, -2.099552
15.562, 0.072675, -2.099552
15.563, 0.072675, -2.099552
15.564, 0.072675, -2.099552
15.565, 0.072675, -2.099552
15.566, 0.072675, -2.099552
15.567, 0.072675, -2.099552
15.568, 0.072675, -2.099552
15.569, 0.072675, -2.099552
15.57, 0.051679, -2.121163
15.571, 0.051679, -2.121163
15.572, 0.051679, -2.121163
15.573, 0.051679, -2.121163
15.574, 0.051679, -2.121163
15.575, 0.051679, -2.121163
15.576, 0.051679, -2.121163
15.577, 0.051679, -2.121163
15.578, 0.051679, -2.121163
15.579, 0.051679, -2.121163
15.58, 0.030468, -2.142835
15.581, 0.030468, -2.142835
15.582, 0.030468, -2.142835
15.583, 0.030468, -2.142835
15.584, 0.030468, -2.142835
15.585, 0.030468, -2.142835
15.586, 0.030468, -2.142835
15.587, 0.030468, -2.142835
15.588, 0.030468, -2.142835
15.589, 0.030468, -2.142835
15.59, 0.009039, -2.164548
15.591, 0.009039, -2.164548
15.592, 0.009039, -2.164548
15.593, 0.009039, -2.164548
15.594, 0.009039, -2.164548
15.595, 0.009039, -2.164548
15.596, 0.009039, -2.164548
15.597, 0.009039, -2.164548
15.598, 0.009039, -2.164548
15.599, 0.009039, -2.164548
15.6, -0.012606, -2.186282
15.601, -0.012606, -2.186282
15.602, -0.012606, -2.186282
15.603, -0.012606, -2.186282
15.604, -0.012606, -2.186282
15.605, -0.012606, -2.186282
15.606, -0.012606, -2.186282
15.607, -0.012606, -2.186282
15.608, -0.012606, -2.186282
15.609, -0.012606, -2.186282
15.61, -0.034469, -2.208016
15.611, -0.034469, -2.208016
15.612, -0.034469, -2.208016
15.613, -0.034469, -2.208016
15.614, -0.034469, -2.208016
15.615, -0.034469, -2.208016
15.616, -0.034469, -2.208016
15.617, -0.034469, -2.208016
15.618, -0.034469, -2.208016
15.619, -0.034469, -2.208016
15.62, -0.056549, -2.229725
15.621, -0.056549, -2.229725
15.622, -0.056549, -2.229725
15.623, -0.056549, -2.229725
15.624, -0.056549, -2.229725
15.625, -0.056549, -2.229725
15.626, -0.056549, -2.229725
15.627, -0.056549, -2.229725
15.628, -0.056549, -2.229725
15.629, -0.056549, -2.229725
15.63, -0.078846, -2.251385
15.631, -0.078846, -2.251385
15.632, -0.078846, -2.251385
15.633, -0.078846, -2.251385
15.634, -0.078846, -2.251385
15.635, -0.078846, -2.251385
15.636, -0.078846, -2.251385
15.637, -0.078846, -2.251385
15.638, -0.078846, -2.251385
15.639, -0.078846, -2.251385
15.64, -0.101360, -2.272971
15.641, -0.101360, -2.272971
15.642, -0.101360, -2.272971
15.643, -0.101360, -2.272971
15.644, -0.101360, -2.272971
15.645, -0.101360, -2.272971
15.646, -0.101360, -2.272971
15.647, -0.101360, -2.272971
15.648, -0.101360, -2.272971
15.649, -0.101360, -2.272971
15.65, -0.124090, -2.294453
15.651, -0.124090, -2.294453
15.652, -0.124090, -2.294453
15.653, -0.124090, -2.294453
15.654, -0.124090, -2.294453
15.655, -0.124090, -2.294453
15.656, -0.124090, -2.294453
15.657, -0.124090, -2.294453
15.658, -0.124090, -2.294453
15.659, -0.124090, -2.294453
15.66, -0.147034, -2.315804
15.661, -0.147034, -2.315804
15.662, -0.147034, -2.315804
15.663, -0.147034, -2.315804
15.664, -0.147034, -2.315804
15.665, -0.147034, -2.315804
15.666, -0.147034, -2.315804
15.667, -0.147034, -2.315804
15.668, -0.147034, -2.315804
15.669, -0.147034, -2.315804
15.67, -0.170192, -2.336991
15.671, -0.170192, -2.336991
15.672, -0.170192, -2.336991
15.673, -0.170192, -2.336991
15.674, -0.170192, -2.336991
15.675, -0.170192, -2.336991
15.676, -0.170192, -2.336991
15.677, -0.170192, -2.336991
15.678, -0.170192, -2.336991
15.679, -0.170192, -2.336991
15.68, -0.193562, -2.357982
15.681, -0.193562, -2.357982
15.682, -0.193562, -2.357982
15.683, -0.193562, -2.357982
15.684, -0.193562, -2.357982
15.685, -0.193562, -2.357982
15.686, -0.193562, -2.357982
15.687, -0.193562, -2.357982
15.688, -0.193562, -2.357982
15.689, -0.193562, -2.357982
15.69, -0.217142, -2.378743
15.691, -0.217142, -2.378743
15.692, -0.217142, -2.378743
15.693, -0.217142, -2.378743
15.694, -0.217142, -2.378743
15.695, -0.217142, -2.378743
15.696, -0.217142, -2.378743
15.697, -0.217142, -2.378743
15.698, -0.217142, -2.378743
15.699, -0.217142, -2.378743
15.7, -0.240930, -2.399237
15.701, -0.240930, -2.399237
15.702, -0.240930, -2.399237
15.703, -0.240930, -2.399237
15.704, -0.240930, -2.399237
15.705, -0.240930, -2.399237
15.706, -0.240930, -2.399237
15.707, -0.240930, -2.399237
15.708, -0.240930, -2.399237
15.709, -0.240930, -2.399237
15.71, -0.264922, -2.419427
15.711, -0.264922, -2.419427
15.712, -0.264922, -2.419427
15.713, -0.264922, -2.419427
15.714, -0.264922, -2.419427
15.715, -0.264922, -2.419427
15.716, -0.264922, -2.419427
15.717, -0.264922, -2.419427
15.718, -0.264922, -2.419427
15.719, -0.264922, -2.419427
15.72, -0.289116, -2.439274
15.721, -0.289116, -2.439274
15.722, -0.289116, -2.439274
15.723, -0.289116, -2.439274
15.724, -0.289116, -2.439274
15.725, -0.289116, -2.439274
15.726, -0.289116, -2.439274
15.727, -0.289116, -2.439274
15.728, -0.289116, -2.439274
15.729, -0.289116, -2.439274
15.73, -0.313509, -2.458737
15.731, -0.313509, -2.458737
15.732, -0.313509, -2.458737
15.733, -0.313509, -2.458737
15.734, -0.313509, -2.458737
15.735, -0.313509, -2.458737
15.736, -0.313509, -2.458737
15.737, -0.313509, -2.458737
15.738, -0.313509, -2.458737
15.739, -0.313509, -2.458737
15.74, -0.338096, -2.477773
15.741, -0.338096, -2.477773
15.742, -0.338096, -2.477773
15.743, -0.338096, -2.477773
15.744, -0.338096, -2.477773
15.745, -0.338096, -2.477773
15.746, -0.338096, -2.477773
15.747, -0.338096, -2.477773
15.748, -0.338096, -2.477773
15.749, -0.338096, -2.477773
15.75, -0.362874, -2.496337
15.751, -0.362874, -2.496337
15.752, -0.362874, -2.496337
15.753, -0.362874, -2.496337
15.754, -0.362874, -2.496337
15.755, -0.362874, -2.496337
15.756, -0.362874, -2.496337
15.757, -0.362874, -2.496337
15.758, -0.362874, -2.496337
15.759, -0.362874, -2.496337
15.76, -0.387837, -2.514385
15.761, -0.387837, -2.514385
15.762, -0.387837, -2.514385
15.763, -0.387837, -2.514385
15.764, -0.387837, -2.514385
15.765, -0.387837, -2.514385
15.766, -0.387837, -2.514385
15.767, -0.387837, -2.514385
15.768, -0.387837, -2.514385
15.769, -0.387837, -2.514385
15.77, -0.412981, -2.531868
15.771, -0.412981, -2.531868
15.772, -0.412981, -2.531868
15.773, -0.412981, -2.531868
15.774, -0.412981, -2.531868
15.775, -0.412981, -2.531868
15.776, -0.412981, -2.531868
15.777, -0.412981, -2.531868
15.778, -0.412981, -2.531868
15.779, -0.412981, -2.531868
15.78, -0.438300, -2.548739
15.781, -0.438300, -2.548739
15.782, -0.438300, -2.548739
15.783, -0.438300, -2.548739
15.784, -0.438300, -2.548739
15.785, -0.438300, -2.548739
15.786, -0.438300, -2.548739
15.787, -0.438300, -2.548739
15.788, -0.438300, -2.548739
15.789, -0.438300, -2.548739
15.79, -0.463787, -2.564947
15.791, -0.463787, -2.564947
15.792, -0.463787, -2.564947
15.793, -0.463787, -2.564947
15.794, -0.463787, -2.564947
15.795, -0.463787, -2.564947
15.796, -0.463787, -2.564947
15.797, -0.463787, -2.564947
15.798, -0.463787, -2.564947
15.799, -0.463787, -2.564947
15.8, -0.489437, -2.580441
15.801, -0.489437, -2.580441
15.802, -0.489437, -2.580441
15.803, -0.489437, -2.580441
15.804, -0.489437, -2.580441
15.805, -0.489437, -2.580441
15.806, -0.489437, -2.580441
15.807, -0.489437, -2.580441
15.808, -0.489437, -2.580441
15.809, -0.489437, -2.580441
15.81, -0.515241, -2.595170
15.811, -0.515241, -2.595170
15.812, -0.515241, -2.595170
15.813, -0.515241, -2.595170
15.814, -0.515241, -2.595170
15.815, -0.515241, -2.595170
15.816, -0.515241, -2.595170
15.817, -0.515241, -2.595170
15.818, -0.515241, -2.595170
15.819, -0.515241, -2.595170
15.82, -0.541193, -2.609080
15.821, -0.541193, -2.609080
15.822, -0.541193, -2.609080
15.823, -0.541193, -2.609080
15.824, -0.541193, -2.609080
15.825, -0.541193, -2.609080
15.826, -0.541193, -2.609080
15.827, -0.541193, -2.609080
15.828, -0.541193, -2.609080
15.829, -0.541193, -2.609080
15.83, -0.567284, -2.622117
15.831, -0.567284, -2.622117
15.832, -0.567284, -2.622117
15.833, -0.567284, -2.622117
15.834, -0.567284, -2.622117
15.835, -0.567284, -2.622117
15.836, -0.567284, -2.622117
15.837, -0.567284, -2.622117
15.838, -0.567284, -2.622117
15.839, -0.567284, -2.622117
15.84, -0.593505, -2.634227
15.841, -0.593505, -2.634227
15.842, -0.593505, -2.634227
15.843, -0.593505, -2.634227
15.844, -0.593505, -2.634227
15.845, -0.593505, -2.634227
15.846, -0.593505, -2.634227
15.847, -0.593505, -2.634227
15.848, -0.593505, -2.634227
15.849, -0.593505, -2.634227
15.85, -0.619847, -2.645355
15.851, -0.619847, -2.645355
15.852, -0.619847, -2.645355
15.853, -0.619847, -2.645355
15.854, -0.619847, -2.645355
15.855, -0.619847, -2.645355
15.856, -0.619847, -2.645355
15.857, -0.619847, -2.645355
15.858, -0.619847, -2.645355
15.859, -0.619847, -2.645355
15.86, -0.646301, -2.655446
15.861, -0.646301, -2.655446
15.862, -0.646301, -2.655446
15.863, -0.646301, -2.655446
15.864, -0.646301, -2.655446
15.865, -0.646301, -2.655446
15.866, -0.646301, -2.655446
15.867, -0.646301, -2.655446
15.868, -0.646301, -2.655446
15.869, -0.646301, -2.655446
15.87, -0.672855, -2.664446
15.871, -0.672855, -2.664446
15.872, -0.672855, -2.664446
15.873, -0.672855, -2.664446
15.874, -0.672855, -2.664446
15.875, -0.672855, -2.664446
15.876, -0.672855, -2.664446
15.877, -0.672855, -2.664446
15.878, -0.672855, -2.664446
15.879, -0.672855, -2.664446
15.88, -0.699500, -2.672299
15.881, -0.699500, -2.672299
15.882, -0.699500, -2.672299
15.883, -0.699500, -2.672299
15.884, -0.699500, -2.672299
15.885, -0.699500, -2.672299
15.886, -0.699500, -2.672299
15.887, -0.699500, -2.672299
15.888, -0.699500, -2.672299
15.889, -0.699500, -2.672299
15.89, -0.726223, -2.678951
15.891, -0.726223, -2.678951
15.892, -0.726223, -2.678951
15.893, -0.726223, -2.678951
15.894, -0.726223, -2.678951
15.895, -0.726223, -2.678951
15.896, -0.726223, -2.678951
15.897, -0.726223, -2.678951
15.898, -0.726223, -2.678951
15.899, -0.726223, -2.678951
15.9, -0.753012, -2.684350
15.901, -0.753012, -2.684350
15.902, -0.753012, -2.684350
15.903, -0.753012, -2.684350
15.904, -0.753012, -2.684350
15.905, -0.753012, -2.684350
15.906, -0.753012, -2.684350
15.907, -0.753012, -2.684350
15.908, -0.753012, -2.684350
15.909, -0.753012, -2.684350
15.91, -0.779856, -2.688442
15.911, -0.779856, -2.688442
15.912, -0.779856, -2.688442
15.913, -0.779856, -2.688442
15.914, -0.779856, -2.688442
15.915, -0.779856, -2.688442
15.916, -0.779856, -2.688442
15.917, -0.779856, -2.688442
15.918, -0.779856, -2.688442
15.919, -0.779856, -2.688442
15.92, -0.806740, -2.691178
15.921, -0.806740, -2.691178
15.922, -0.806740, -2.691178
15.923, -0.806740, -2.691178
15.924, -0.806740, -2.691178
15.925, -0.806740, -2.691178
15.926, -0.806740, -2.691178
15.927, -0.806740, -2.691178
15.928, -0.806740, -2.691178
15.929, -0.806740, -2.691178
15.93, -0.833652, -2.692507
15.931, -0.833652, -2.692507
15.932, -0.833652, -2.692507
15.933, -0.833652, -2.692507
15.934, -0.833652, -2.692507
15.935, -0.833652, -2.692507
15.936, -0.833652, -2.692507
15.937, -0.833652, -2.692507
15.938, -0.833652, -2.692507
15.939, -0.833652, -2.692507
15.94, -0.860577, -2.692383
15.941, -0.860577, -2.692383
15.942, -0.860577, -2.692383
15.943, -0.860577, -2.692383
15.944, -0.860577, -2.692383
15.945, -0.860577, -2.692383
15.946, -0.860577, -2.692383
15.947, -0.860577, -2.692383
15.948, -0.860577, -2.692383
15.949, -0.860577, -2.692383
15.95, -0.887501, -2.690762
15.951, -0.887501, -2.690762
15.952, -0.887501, -2.690762
15.953, -0.887501, -2.690762
15.954, -0.887501, -2.690762
15.955, -0.887501, -2.690762
15.956, -0.887501, -2.690762
15.957, -0.887501, -2.690762
15.958, -0.887501, -2.690762
15.959, -0.887501, -2.690762
15.96, -0.914408, -2.687600
15.961, -0.914408, -2.687600
15.962, -0.914408, -2.687600
15.963, -0.914408, -2.687600
15.964, -0.914408, -2.687600
15.965, -0.914408, -2.687600
15.966, -0.914408, -2.687600
15.967, -0.914408, -2.687600
15.968, -0.914408, -2.687600
15.969, -0.914408, -2.687600
15.97, -0.941284, -2.682860
15.971, -0.941284, -2.682860
15.972, -0.941284, -2.682860
15.973, -0.941284, -2.682860
15.974, -0.941284, -2.682860
15.975, -0.941284, -2.682860
15.976, -0.941284, -2.682860
15.977, -0.941284, -2.682860
15.978, -0.941284, -2.682860
15.979, -0.941284, -2.682860
15.98, -0.968113, -2.676505
15.981, -0.968113, -2.676505
15.982, -0.968113, -2.676505
15.983, -0.968113, -2.676505
15.984, -0.968113, -2.676505
15.985, -0.968113, -2.676505
15.986, -0.968113, -2.676505
15.987, -0.968113, -2.676505
15.988, -0.968113, -2.676505
15.989, -0.968113, -2.676505
15.99, -0.994878, -2.668504
15.991, -0.994878, -2.668504
15.992, -0.994878, -2.668504
15.993, -0.994878, -2.668504
15.994, -0.994878, -2.668504
15.995, -0.994878, -2.668504
15.996, -0.994878, -2.668504
15.997, -0.994878, -2.668504
15.998, -0.994878, -2.668504
15.999, -0.994878, -2.668504
16, -1.021563, -2.658828
16.001, -1.021563, -2.658828
16.002, -1.021563, -2.658828
16.003, -1.021563, -2.658828
16.004, -1.021563, -2.658828
16.005, -1.021563, -2.658828
16.006, -1.021563, -2.658828
16.007, -1.021563, -2.658828
16.008, -1.021563, -2.658828
16.009, -1.021563, -2.658828
16.01, -1.048151, -2.647453
16.011, -1.048151, -2.647453
16.012, -1.048151, -2.647453
16.013, -1.048151, -2.647453
16.014, -1.048151, -2.647453
16.015, -1.048151, -2.647453
16.016, -1.048151, -2.647453
16.017, -1.048151, -2.647453
16.018, -1.048151, -2.647453
16.019, -1.048151, -2.647453
16.02, -1.074626, -2.634361
16.021, -1.074626, -2.634361
16.022, -1.074626, -2.634361
16.023, -1.074626, -2.634361
16.024, -1.074626, -2.634361
16.025, -1.074626, -2.634361
16.026, -1.074626, -2.634361
16.027, -1.074626, -2.634361
16.028, -1.074626, -2.634361
16.029, -1.074626, -2.634361
16.03, -1.100970, -2.619536
16.031, -1.100970, -2.619536
16.032, -1.100970, -2.619536
16.033, -1.100970, -2.619536
16.034, -1.100970, -2.619536
16.035, -1.100970, -2.619536
16.036, -1.100970, -2.619536
16.037, -1.100970, -2.619536
16.038, -1.100970, -2.619536
16.039, -1.100970, -2.619536
16.04, -1.127165, -2.602969
16.041, -1.127165, -2.602969
16.042, -1.127165, -2.602969
16.043, -1.127165, -2.602969
16.044, -1.127165, -2.602969
16.045, -1.127165, -2.602969
16.046, -1.127165, -2.602969
16.047, -1.127165, -2.602969
16.048, -1.127165, -2.602969
16.049, -1.127165, -2.602969
16.05, -1.153195, -2.584657
16.051, -1.153195, -2.584657
16.052, -1.153195, -2.584657
16.053, -1.153195, -2.584657
16.054, -1.153195, -2.584657
16.055, -1.153195, -2.584657
16.056, -1.153195, -2.584657
16.057, -1.153195, -2.584657
16.058, -1.153195, -2.584657
16.059, -1.153195, -2.584657
16.06, -1.179041, -2.564599
16.061, -1.179041, -2.564599
16.062, -1.179041, -2.564599
16.063, -1.179041, -2.564599
16.064, -1.179041, -2.564599
16.065, -1.179041, -2.564599
16.066, -1.179041, -2.564599
16.067, -1.179041, -2.564599
16.068, -1.179041, -2.564599
16.069, -1.179041, -2.564599
16.07, -1.204687, -2.542803
16.071, -1.204687, -2.542803
16.072, -1.204687, -2.542803
16.073, -1.204687, -2.542803
16.074, -1.204687, -2.542803
16.075, -1.204687, -2.542803
16.076, -1.204687, -2.542803
16.077, -1.204687, -2.542803
16.078, -1.204687, -2.542803
16.079, -1.204687, -2.542803
16.08, -1.230115, -2.519281
16.081, -1.230115, -2.519281
16.082, -1.230115, -2.519281
16.083, -1.230115, -2.519281
16.084, -1.230115, -2.519281
16.085, -1.230115, -2.519281
16.086, -1.230115, -2.519281
16.087, -1.230115, -2.519281
16.088, -1.230115, -2.519281
16.089, -1.230115, -2.519281
16.09, -1.255308, -2.494052
16.091, -1.255308, -2.494052
16.092, -1.255308, -2.494052
16.093, -1.255308, -2.494052
16.094, -1.255308, -2.494052
16.095, -1.255308, -2.494052
16.096, -1.255308, -2.494052
16.097, -1.255308, -2.494052
16.098, -1.255308, -2.494052
16.099, -1.255308, -2.494052
16.1, -1.280248, -2.467138
16.101, -1.280248, -2.467138
16.102, -1.280248, -2.467138
16.103, -1.280248, -2.467138
16.104, -1.280248, -2.467138
16.105, -1.280248, -2.467138
16.106, -1.280248, -2.467138
16.107, -1.280248, -2.467138
16.108, -1.280248, -2.467138
16.109, -1.280248, -2.467138
16.11, -1.304920, -2.438569
16.111, -1.304920, -2.438569
16.112, -1.304920, -2.438569
16.113, -1.304920, -2.438569
16.114, -1.304920, -2.438569
16.115, -1.304920, -2.438569
16.116, -1.304920, -2.438569
16.117, -1.304920, -2.438569
16.118, -1.304920, -2.438569
16.119, -1.304920, -2.438569
16.12, -1.329306, -2.408382
16.121, -1.329306, -2.408382
16.122, -1.329306, -2.408382
16.123, -1.329306, -2.408382
16.124, -1.329306, -2.408382
16.125, -1.329306, -2.408382
16.126, -1.329306, -2.408382
16.127, -1.329306, -2.408382
16.128, -1.329306, -2.408382
16.129, -1.329306, -2.408382
16.13, -1.353389, -2.376615
16.131, -1.353389, -2.376615
16.132, -1.353389, -2.376615
16.133, -1.353389, -2.376615
16.134, -1.353389, -2.376615
16.135, -1.353389, -2.376615
16.136, -1.353389, -2.376615
16.137, -1.353389, -2.376615
16.138, -1.353389, -2.376615
16.139, -1.353389, -2.376615
16.14, -1.377156, -2.343316
16.141, -1.377156, -2.343316
16.142, -1.377156, -2.343316
16.143, -1.377156, -2.343316
16.144, -1.377156, -2.343316
16.145, -1.377156, -2.343316
16.146, -1.377156, -2.343316
16.147, -1.377156, -2.343316
16.148, -1.377156, -2.343316
16.149, -1.377156, -2.343316
16.15, -1.400589, -2.308535
16.151, -1.400589, -2.308535
16.152, -1.400589, -2.308535
16.153, -1.400589, -2.308535
16.154, -1.400589, -2.308535
16.155, -1.400589, -2.308535
16.156, -1.400589, -2.308535
16.157, -1.400589, -2.308535
16.158, -1.400589, -2.308535
16.159, -1.400589, -2.308535
16.16, -1.423674, -2.272329
16.161, -1.423674, -2.272329
16.162, -1.423674, -2.272329
16.163, -1.423674, -2.272329
16.164, -1.423674, -2.272329
16.165, -1.423674, -2.272329
16.166, -1.423674, -2.272329
16.167, -1.423674, -2.272329
16.168, -1.423674, -2.272329
16.169, -1.423674, -2.272329
16.17, -1.446397, -2.234759
16.171, -1.446397, -2.234759
16.172, -1.446397, -2.234759
16.173, -1.446397, -2.234759
16.174, -1.446397, -2.234759
16.175, -1.446397, -2.234759
16.176, -1.446397, -2.234759
16.177, -1.446397, -2.234759
16.178, -1.446397, -2.234759
16.179, -1.446397, -2.234759
16.18, -1.468745, -2.195890
16.181, -1.468745, -2.195890
16.182, -1.468745, -2.195890
16.183, -1.468745, -2.195890
16.184, -1.468745, -2.195890
16.185, -1.468745, -2.195890
16.186, -1.468745, -2.195890
16.187, -1.468745, -2.195890
16.188, -1.468745, -2.195890
16.189, -1.468745, -2.195890
16.19, -1.490704, -2.155791
16.191, -1.490704, -2.155791
16.192, -1.490704, -2.155791
16.193, -1.490704, -2.155791
16.194, -1.490704, -2.155791
16.195, -1.490704, -2.155791
16.196, -1.490704, -2.155791
16.197, -1.490704, -2.155791
16.198, -1.490704, -2.155791
16.199, -1.490704, -2.155791
16.2, -1.512262, -2.114536
16.201, -1.512262, -2.114536
16.202, -1.512262, -2.114536
16.203, -1.512262, -2.114536
16.204, -1.512262, -2.114536
16.205, -1.512262, -2.114536
16.206, -1.512262, -2.114536
16.207, -1.512262, -2.114536
16.208, -1.512262, -2.114536
16.209, -1.512262, -2.114536
16.21, -1.533407, -2.072201
16.211, -1.533407, -2.072201
16.212, -1.533407, -2.072201
16.213, -1.533407, -2.072201
16.214, -1.533407, -2.072201
16.215, -1.533407, -2.072201
16.216, -1.533407, -2.072201
16.217, -1.533407, -2.072201
16.218, -1.533407, -2.072201
16.219, -1.533407, -2.072201
16.22, -1.554129, -2.028865
16.221, -1.554129, -2.028865
16.222, -1.554129, -2.028865
16.223, -1.554129, -2.028865
16.224, -1.554129, -2.028865
16.225, -1.554129, -2.028865
16.226, -1.554129, -2.028865
16.227, -1.554129, -2.028865
16.228, -1.554129, -2.028865
16.229, -1.554129, -2.028865
16.23, -1.574418, -1.984608
16.231, -1.574418, -1.984608
16.232, -1.574418, -1.984608
16.233, -1.574418, -1.984608
16.234, -1.574418, -1.984608
16.235, -1.574418, -1.984608
16.236, -1.574418, -1.984608
16.237, -1.574418, -1.984608
16.238, -1.574418, -1.984608
16.239, -1.574418, -1.984608
16.24, -1.594264, -1.939516
16.241, -1.594264, -1.939516
16.242, -1.594264, -1.939516
16.243, -1.594264, -1.939516
16.244, -1.594264, -1.939516
16.245, -1.594264, -1.939516
16.246, -1.594264, -1.939516
16.247, -1.594264, -1.939516
16.248, -1.594264, -1.939516
16.249, -1.594264, -1.939516
16.25, -1.613659, -1.893672
16.251, -1.613659, -1.893672
16.252, -1.613659, -1.893672
16.253, -1.613659, -1.893672
16.254, -1.613659, -1.893672
16.255, -1.613659, -1.893672
16.256, -1.613659, -1.893672
16.257, -1.613659, -1.893672
16.258, -1.613659, -1.893672
16.259, -1.613659, -1.893672
16.26, -1.632596, -1.847163
16.261, -1.632596, -1.847163
16.262, -1.632596, -1.847163
16.263, -1.632596, -1.847163
16.264, -1.632596, -1.847163
16.265, -1.632596, -1.847163
16.266, -1.632596, -1.847163
16.267, -1.632596, -1.847163
16.268, -1.632596, -1.847163
16.269, -1.632596, -1.847163
16.27, -1.651067, -1.800075
16.271, -1.651067, -1.800075
16.272, -1.651067, -1.800075
16.273, -1.651067, -1.800075
16.274, -1.651067, -1.800075
16.275, -1.651067, -1.800075
16.276, -1.651067, -1.800075
16.277, -1.651067, -1.800075
16.278, -1.651067, -1.800075
16.279, -1.651067, -1.800075
16.28, -1.669068, -1.752495
16.281, -1.669068, -1.752495
16.282, -1.669068, -1.752495
16.283, -1.669068, -1.752495
16.284, -1.669068, -1.752495
16.285, -1.669068, -1.752495
16.286, -1.669068, -1.752495
16.287, -1.669068, -1.752495
16.288, -1.669068, -1.752495
16.289, -1.669068, -1.752495
16.29, -1.686593, -1.704508
16.291, -1.686593, -1.704508
16.292, -1.686593, -1.704508
16.293, -1.686593, -1.704508
16.294, -1.686593, -1.704508
16.295, -1.686593, -1.704508
16.296, -1.686593, -1.704508
16.297, -1.686593, -1.704508
16.298, -1.686593, -1.704508
16.299, -1.686593, -1.704508
16.3, -1.703638, -1.656201
16.301, -1.703638, -1.656201
16.302, -1.703638, -1.656201
16.303, -1.703638, -1.656201
16.304, -1.703638, -1.656201
16.305, -1.703638, -1.656201
16.306, -1.703638, -1.656201
16.307, -1.703638, -1.656201
16.308, -1.703638, -1.656201
16.309, -1.703638, -1.656201
16.31, -1.720200, -1.607657
16.311, -1.720200, -1.607657
16.312, -1.720200, -1.607657
16.313, -1.720200, -1.607657
16.314, -1.720200, -1.607657
16.315, -1.720200, -1.607657
16.316, -1.720200, -1.607657
16.317, -1.720200, -1.607657
16.318, -1.720200, -1.607657
16.319, -1.720200, -1.607657
16.32, -1.736277, -1.558960
16.321, -1.736277, -1.558960
16.322, -1.736277, -1.558960
16.323, -1.736277, -1.558960
16.324, -1.736277, -1.558960
16.325, -1.736277, -1.558960
16.326, -1.736277, -1.558960
16.327, -1.736277, -1.558960
16.328, -1.736277, -1.558960
16.329, -1.736277, -1.558960
16.33, -1.751866, -1.510189
16.331, -1.751866, -1.510189
16.332, -1.751866, -1.510189
16.333, -1.751866, -1.510189
16.334, -1.751866, -1.510189
16.335, -1.751866, -1.510189
16.336, -1.751866, -1.510189
16.337, -1.751866, -1.510189
16.338, -1.751866, -1.510189
16.339, -1.751866, -1.510189
16.34, -1.766968, -1.461424
16.341, -1.766968, -1.461424
16.342, -1.766968, -1.461424
16.343, -1.766968, -1.461424
16.344, -1.766968, -1.461424
16.345, -1.766968, -1.461424
16.346, -1.766968, -1.461424
16.347, -1.766968, -1.461424
16.348, -1.766968, -1.461424
16.349, -1.766968, -1.461424
16.35, -1.781582, -1.412741
16.351, -1.781582, -1.412741
16.352, -1.781582, -1.412741
16.353, -1.781582, -1.412741
16.354, -1.781582, -1.412741
16.355, -1.781582, -1.412741
16.356, -1.781582, -1.412741
16.357, -1.781582, -1.412741
16.358, -1.781582, -1.412741
16.359, -1.781582, -1.412741
16.36, -1.795710, -1.364211
16.361, -1.795710, -1.364211
16.362, -1.795710, -1.364211
16.363, -1.795710, -1.364211
16.364, -1.795710, -1.364211
16.365, -1.795710, -1.364211
16.366, -1.795710, -1.364211
16.367, -1.795710, -1.364211
16.368, -1.795710, -1.364211
16.369, -1.795710, -1.364211
16.37, -1.809352, -1.315906
16.371, -1.809352, -1.315906
16.372, -1.809352, -1.315906
16.373, -1.809352, -1.315906
16.374, -1.809352, -1.315906
16.375, -1.809352, -1.315906
16.376, -1.809352, -1.315906
16.377, -1.809352, -1.315906
16.378, -1.809352, -1.315906
16.379, -1.809352, -1.315906
16.38, -1.822511, -1.267892
16.381, -1.822511, -1.267892
16.382, -1.822511, -1.267892
16.383, -1.822511, -1.267892
16.384, -1.822511, -1.267892
16.385, -1.822511, -1.267892
16.386, -1.822511, -1.267892
16.387, -1.822511, -1.267892
16.388, -1.822511, -1.267892
16.389, -1.822511, -1.267892
16.39, -1.835190, -1.220233
16.391, -1.835190, -1.220233
16.392, -1.835190, -1.220233
16.393, -1.835190, -1.220233
16.394, -1.835190, -1.220233
16.395, -1.835190, -1.220233
16.396, -1.835190, -1.220233
16.397, -1.835190, -1.220233
16.398, -1.835190, -1.220233
16.399, -1.835190, -1.220233
16.4, -1.847392, -1.172987
16.401, -1.847392, -1.172987
16.402, -1.847392, -1.172987
16.403, -1.847392, -1.172987
16.404, -1.847392, -1.172987
16.405, -1.847392, -1.172987
16.406, -1.847392, -1.172987
16.407, -1.847392, -1.172987
16.408, -1.847392, -1.172987
16.409, -1.847392, -1.172987
16.41, -1.859122, -1.126210
