"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
11.24, 0.05339981, 0.004340914, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.241, 0.053404661, 0.004341283, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.242, 0.053409371, 0.004341653, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.243, 0.053414152, 0.004342024, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.244, 0.053418982, 0.004342393, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.245, 0.053423801, 0.004342754, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.246, 0.053428582, 0.004343123, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.247, 0.053433363, 0.004343482, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.248, 0.053438182, 0.004343841, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.249, 0.053442942, 0.004344212, 11.24, -1.37097265806, 0.878312239943, 0.878312239943, 0.598439048815, 1
11.25, 0.053447832, 0.004344752, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.251, 0.053452522, 0.004345132, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.252, 0.053457362, 0.004345492, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.253, 0.053461932, 0.004345852, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.254, 0.053466711, 0.004346202, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.255, 0.053473711, 0.004346574, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.256, 0.053478421, 0.004346943, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.257, 0.053483041, 0.004347305, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.258, 0.053487782, 0.004347667, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.259, 0.053492433, 0.004348028, 11.25, -1.36218953566, 0.884296630431, 0.884296630431, 0.605620417764, 1
11.26, 0.053497262, 0.004348548, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.261, 0.053502272, 0.004348919, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.262, 0.053507081, 0.004349288, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.263, 0.053512062, 0.004349638, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.264, 0.053517011, 0.004349997, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.265, 0.053521862, 0.004350356, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.266, 0.053526772, 0.004350726, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.267, 0.053531692, 0.004351086, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.268, 0.053536492, 0.004351456, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.269, 0.053541372, 0.004351826, 11.26, -1.35334656936, 0.890352834609, 0.890352834609, 0.61297639707, 1
11.27, 0.053546512, 0.004352356, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.271, 0.053551402, 0.004352717, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.272, 0.053556261, 0.004353068, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.273, 0.053561151, 0.00435342, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.274, 0.053566052, 0.004353791, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.275, 0.053570932, 0.004354141, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.276, 0.053575923, 0.004354532, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.277, 0.053580733, 0.004354903, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.278, 0.053585623, 0.004355264, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.279, 0.053590663, 0.004355633, 11.27, -1.34444304101, 0.89648259858, 0.89648259858, 0.62050905647, 1
11.28, 0.053595614, 0.004356162, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.281, 0.053600534, 0.004356512, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.282, 0.053605474, 0.004356872, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.283, 0.053610284, 0.004357232, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.284, 0.053615164, 0.004357582, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.285, 0.053620194, 0.004357962, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.286, 0.053625134, 0.00435832, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.287, 0.053630054, 0.004358678, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.288, 0.053635014, 0.004359026, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.289, 0.053639904, 0.004359385, 11.28, -1.33547821503, 0.902687689145, 0.902687689145, 0.628220548505, 1
11.29, 0.053644984, 0.004359924, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.291, 0.053649914, 0.004360292, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.292, 0.053654693, 0.004360662, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.293, 0.053659453, 0.004361021, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.294, 0.053666712, 0.004361381, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.295, 0.053671452, 0.004361762, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.296, 0.053676282, 0.004362142, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.297, 0.053681102, 0.004362512, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.298, 0.053685762, 0.004362882, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.299, 0.053692882, 0.004363702, 11.29, -1.32645133814, 0.90896989463, 0.90896989463, 0.636113106784, 1
11.3, 0.053700352, 0.004364405, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.301, 0.053707592, 0.004364983, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.302, 0.053714712, 0.004365503, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.303, 0.053722531, 0.004366015, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.304, 0.053728811, 0.004366475, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.305, 0.053733812, 0.004366853, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.306, 0.053738972, 0.004367202, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.307, 0.053743742, 0.004367571, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.308, 0.053748522, 0.004367931, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.309, 0.053753332, 0.004368301, 11.3, -1.31736163919, 0.915331025697, 0.915331025697, 0.644189044196, 1
11.31, 0.053758202, 0.004368841, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.311, 0.053763022, 0.004369211, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.312, 0.053767771, 0.004369571, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.313, 0.053772611, 0.004369941, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.314, 0.053777392, 0.004370311, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.315, 0.053782142, 0.004370672, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.316, 0.053786862, 0.00437104, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.317, 0.053791703, 0.004371379, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.318, 0.053796453, 0.004371742, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.319, 0.053801213, 0.004372113, 11.31, -1.30820832893, 0.921772916139, 0.921772916139, 0.652450751039, 1
11.32, 0.053806164, 0.004372652, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.321, 0.053810943, 0.004373032, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.322, 0.053815752, 0.004373412, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.323, 0.053820592, 0.004373783, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.324, 0.053825312, 0.004374153, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.325, 0.053830152, 0.004374523, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.326, 0.053834872, 0.004374883, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.327, 0.053839652, 0.004375253, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.328, 0.053844572, 0.004375633, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.329, 0.053849312, 0.004376003, 11.32, -1.29899059977, 0.92829742365, 0.92829742365, 0.660900693062, 1
11.33, 0.053854312, 0.004376524, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.331, 0.053859133, 0.004376883, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.332, 0.053863904, 0.004377244, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.333, 0.053871445, 0.004377604, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.334, 0.053876464, 0.004377976, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.335, 0.053881264, 0.004378325, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.336, 0.053886165, 0.004378687, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.337, 0.053890945, 0.004379037, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.338, 0.053895775, 0.004379399, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.339, 0.053900555, 0.004379769, 11.33, -1.28970762554, 0.93490643058, 0.93490643058, 0.669541409407, 1
11.34, 0.053905485, 0.004380289, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.341, 0.053910555, 0.004380649, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.342, 0.053915405, 0.004380999, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.343, 0.053920315, 0.004381359, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.344, 0.053925125, 0.004381719, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.345, 0.053929995, 0.004382081, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.346, 0.053934776, 0.004382442, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.347, 0.053939585, 0.004382791, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.348, 0.053944426, 0.00438315, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.349, 0.053949295, 0.00438352, 11.34, -1.28035856123, 0.941601844674, 0.941601844674, 0.678375510427, 1
11.35, 0.053954265, 0.00438406, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.351, 0.053959226, 0.004384428, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.352, 0.053964076, 0.004384796, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.353, 0.053968876, 0.004385186, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.354, 0.053973776, 0.004385556, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.355, 0.053978596, 0.004385916, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.356, 0.053983446, 0.004386286, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.357, 0.053988286, 0.004386646, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.358, 0.053993196, 0.004387006, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.359, 0.053998026, 0.004387376, 11.35, -1.27094254278, 0.948385599779, 0.948385599779, 0.687405675378, 1
11.36, 0.054003126, 0.004387916, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.361, 0.054008186, 0.004388278, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.362, 0.054013047, 0.004388647, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.363, 0.054017898, 0.004389007, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.364, 0.054022808, 0.004389376, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.365, 0.054027657, 0.004389745, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.366, 0.054032396, 0.004390104, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.367, 0.054037237, 0.004390474, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.368, 0.054042037, 0.004390854, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.369, 0.054046837, 0.004391214, 11.36, -1.26145868679, 0.955259656532, 0.955259656532, 0.69663464995, 1
11.37, 0.054051748, 0.004391744, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.371, 0.054056468, 0.004392094, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.372, 0.054063897, 0.004392444, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.373, 0.054068757, 0.004392814, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.374, 0.054073537, 0.004393184, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.375, 0.054078427, 0.004393544, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.376, 0.054083167, 0.004393903, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.377, 0.054087896, 0.004394263, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.378, 0.054092736, 0.004394622, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.379, 0.054097406, 0.00439499, 11.37, -1.25190609022, 0.962226003032, 0.962226003032, 0.706065243639, 1
11.38, 0.054102335, 0.004395529, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.381, 0.054107194, 0.00439589, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.382, 0.054111985, 0.004396262, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.383, 0.054116795, 0.004396622, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.384, 0.054121635, 0.004396991, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.385, 0.054126446, 0.004397361, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.386, 0.054131206, 0.004397731, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.387, 0.054135946, 0.004398081, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.388, 0.054140756, 0.004398461, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.389, 0.054145556, 0.004398841, 11.38, -1.24228383019, 0.969286655468, 0.969286655468, 0.715700326933, 1
11.39, 0.054150486, 0.004399381, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.391, 0.054155186, 0.004399741, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.392, 0.054160017, 0.004400112, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.393, 0.054164737, 0.004400464, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.394, 0.054169548, 0.004400823, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.395, 0.054174338, 0.004401182, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.396, 0.054179178, 0.00440154, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.397, 0.054183898, 0.004401911, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.398, 0.054188709, 0.004402282, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.399, 0.054200309, 0.004402641, 11.39, -1.23259096364, 0.976443658738, 0.976443658738, 0.725542828283, 1
11.4, 0.054205349, 0.004403181, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.401, 0.054210189, 0.004403541, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.402, 0.054214979, 0.004403901, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.403, 0.054219819, 0.004404271, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.404, 0.054224649, 0.004404641, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.405, 0.054229469, 0.004404991, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.406, 0.054234319, 0.004405358, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.407, 0.05423915, 0.004405727, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.408, 0.05424421, 0.004406098, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.409, 0.054248949, 0.004406467, 11.4, -1.22282652705, 0.983699087021, 0.983699087021, 0.735595730857, 1
11.41, 0.054256189, 0.004406987, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.411, 0.054261099, 0.004407358, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.412, 0.05426599, 0.004407729, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.413, 0.054270781, 0.004408087, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.414, 0.05427564, 0.004408446, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.415, 0.054280461, 0.004408826, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.416, 0.054285341, 0.004409196, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.417, 0.054290041, 0.004409576, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.418, 0.054294891, 0.004409946, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.419, 0.054299811, 0.004410296, 11.41, -1.21298953618, 0.991055044329, 0.991055044329, 0.745862069042, 1
11.42, 0.054304711, 0.004410816, 11.42, -1.20307898573, 0.99851366502, 0.99851366502, 0.756344924671, 1
11.421, 0.054309492, 0.004411176, 11.42, -1.20307898573, 0.99851366502, 0.99851366502, 0.756344924671, 1
11.422, 0.054314343, 0.004411537, 11.42, -1.20307898573, 0.99851366502, 0.99851366502, 0.756344924671, 1
11.423, 0.054319143, 0.004411889, 11.42, -1.20307898573, 0.99851366502, 0.99851366502, 0.756344924671, 1
11.424, 0.054323962, 0.004412239, 11.42, -1.20307898573, 0.99851366502, 0.99851366502, 0.756344924671, 1
